Date : 2023-06-24 21:44:31
Directory : c:\Users\Magd\Documents\Flutter Projects\ebuy\lib
Total : 217 files,  13740 codes, 101 comments, 964 blanks, all 14805 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| view\Widgets\Home\HomePage\NewTrend\FilterPageWidgets                                                                                  |          4 |        139 |          0 |         15 |        154 |
| view\Widgets\Home\HomePage\shared                                                                                                      |          1 |         34 |          0 |          4 |         38 |
| view\Widgets\Home\Search                                                                                                               |          2 |        121 |          0 |          6 |        127 |
| view\Widgets\Home\Settings                                                                                                             |          9 |        545 |          0 |         25 |        570 |
| view\Widgets\Home\Settings\AccountSettings                                                                                             |          2 |        101 |          0 |          6 |        107 |
| view\Widgets\Home\Settings\AddressWidgets                                                                                              |          1 |         36 |          0 |          2 |         38 |
| view\Widgets\Home\Settings\GiftCardWidgets                                                                                             |          4 |        237 |          0 |         13 |        250 |
| view\Widgets\Home\Settings\OrdersWidgets                                                                                               |          1 |        131 |          0 |          2 |        133 |
| view\Widgets\Home\Settings\PaymentWidgets                                                                                              |          1 |         40 |          0 |          2 |         42 |
| view\Widgets\OnBoarding                                                                                                                |          1 |         48 |          0 |          5 |         53 |
| view\Widgets\auth                                                                                                                      |         14 |        516 |          0 |         53 |        569 |
| view\Widgets\auth\SignIn                                                                                                               |          2 |         65 |          0 |          7 |         72 |
| view\Widgets\auth\SignIn\ChildrenWidgets                                                                                               |          1 |         31 |          0 |          4 |         35 |
| view\Widgets\auth\SignIn\ParentWidgets                                                                                                 |          1 |         34 |          0 |          3 |         37 |
| view\Widgets\auth\SignUp                                                                                                               |          9 |        360 |          0 |         33 |        393 |
| view\Widgets\auth\SignUp\ChildrenWidgets                                                                                               |          4 |        158 |          0 |         15 |        173 |
| view\Widgets\auth\SignUp\ParentWidgets                                                                                                 |          4 |        173 |          0 |         15 |        188 |
| view\Widgets\auth\SignUp\emailVerificatonWidgets                                                                                       |          1 |         29 |          0 |          3 |         32 |
| view\Widgets\auth\shared                                                                                                               |          3 |         91 |          0 |         13 |        104 |
| view\Widgets\shared                                                                                                                    |         11 |        531 |          0 |         37 |        568 |
| view\screens                                                                                                                           |         39 |      2,814 |          3 |        143 |      2,960 |
| view\screens\Details                                                                                                                   |          2 |        117 |          0 |          7 |        124 |
| view\screens\Home                                                                                                                      |         29 |      2,117 |          3 |        103 |      2,223 |
| view\screens\Home (Files)                                                                                                              |          1 |         95 |          1 |          3 |         99 |
| view\screens\Home\Cart                                                                                                                 |          3 |        198 |          0 |         11 |        209 |
| view\screens\Home\HomePage                                                                                                             |          4 |        295 |          2 |         17 |        314 |
| view\screens\Home\Settings                                                                                                             |         18 |      1,389 |          0 |         61 |      1,450 |
| view\screens\Home\Settings (Files)                                                                                                     |          1 |         99 |          0 |          5 |        104 |
| view\screens\Home\Settings\AccountPages                                                                                                |         14 |      1,141 |          0 |         46 |      1,187 |
| view\screens\Home\Settings\AccountPages (Files)                                                                                        |          4 |        225 |          0 |         14 |        239 |
| view\screens\Home\Settings\AccountPages\AddressPages                                                                                   |          3 |        254 |          0 |          9 |        263 |
| view\screens\Home\Settings\AccountPages\GiftCardsPages                                                                                 |          3 |        198 |          0 |         11 |        209 |
| view\screens\Home\Settings\AccountPages\OrdersPages                                                                                    |          2 |        214 |          0 |          6 |        220 |
| view\screens\Home\Settings\AccountPages\PaymentPages                                                                                   |          2 |        250 |          0 |          6 |        256 |
| view\screens\Home\Settings\SettingsPages                                                                                               |          3 |        149 |          0 |         10 |        159 |
| view\screens\Home\favourite                                                                                                            |          1 |         61 |          0 |          3 |         64 |
| view\screens\Home\search                                                                                                               |          2 |         79 |          0 |          8 |         87 |
| view\screens\OnBoarding                                                                                                                |          1 |         52 |          0 |          6 |         58 |
| view\screens\Products                                                                                                                  |          1 |         42 |          0 |          4 |         46 |
| view\screens\auth                                                                                                                      |          6 |        486 |          0 |         23 |        509 |
+----------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                               | language | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Detailes\detailesController.dart                                          | Dart     |        290 |          0 |         29 |        319 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\CartController.dart                                                  | Dart     |        190 |          0 |         16 |        206 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\CheckOutController.dart                                              | Dart     |        442 |          3 |         20 |        465 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\FilterPageController.dart                                            | Dart     |        117 |          0 |         13 |        130 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\HomePageController.dart                                              | Dart     |        280 |          0 |         18 |        298 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\MainPageController.dart                                              | Dart     |        100 |          0 |          7 |        107 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SearchController.dart                                                | Dart     |        191 |          0 |         14 |        205 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\AccountController.dart                           | Dart     |        211 |          0 |         15 |        226 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\AddressController.dart                           | Dart     |        252 |          0 |         16 |        268 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\GiftCardController.dart                          | Dart     |        130 |          0 |         10 |        140 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\OrdersController.dart                            | Dart     |         73 |          1 |          5 |         79 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\PaymentController.dart                           | Dart     |        258 |          1 |         23 |        282 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\favouritePageController.dart                                         | Dart     |        106 |          0 |         10 |        116 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\authControllers\SignInController.dart                                     | Dart     |        211 |          7 |         21 |        239 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\authControllers\SignUpController.dart                                     | Dart     |        281 |          9 |         29 |        319 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\onBoardingController\OnBoardingController.dart                            | Dart     |         46 |          0 |          7 |         53 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\products\ProductsController.dart                                          | Dart     |         55 |          0 |          5 |         60 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\binding.dart                                                                         | Dart     |          8 |          0 |          2 |         10 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\class\CRUD.dart                                                                 | Dart     |         23 |          0 |          4 |         27 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\class\HandleSearchState.dart                                                    | Dart     |        145 |          0 |          5 |        150 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\class\HandlingDataRequest.dart                                                  | Dart     |         69 |          0 |          3 |         72 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\class\enums.dart                                                                | Dart     |         10 |          0 |          3 |         13 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\constant\AppWords.dart                                                          | Dart     |        209 |         36 |         23 |        268 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\constant\ArgumentsNames.dart                                                    | Dart     |         16 |          1 |          1 |         18 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\constant\Colors.dart                                                            | Dart     |         19 |          0 |          2 |         21 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\constant\CustomIcons.dart                                                       | Dart     |         32 |          0 |          4 |         36 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\constant\Images.dart                                                            | Dart     |         30 |          0 |          1 |         31 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\constant\Server.dart                                                            | Dart     |         28 |          5 |          1 |         34 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\Dialogs\AddressDialog.dart                                 | Dart     |         42 |          0 |          2 |         44 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\Dialogs\CardExpiredDialog.dart                             | Dart     |         50 |          0 |          3 |         53 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\Dialogs\GiftCardDialogs.dart                               | Dart     |         44 |          0 |          2 |         46 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\Dialogs\confirmPaymentDialog.dart                          | Dart     |         21 |          0 |          2 |         23 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\PaymentImage.dart                                          | Dart     |         16 |          0 |          4 |         20 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\SnackBars.dart                                             | Dart     |         17 |          0 |          3 |         20 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\StringToColors.dart                                        | Dart     |         40 |          0 |          2 |         42 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\customAppBar.dart                                          | Dart     |         18 |          0 |          2 |         20 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\fixPriceNumbers.dart                                       | Dart     |          7 |          0 |          1 |          8 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\UiFunctions\handleCartItemButton.dart                                  | Dart     |         36 |          0 |          3 |         39 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\checkInternet.dart                                                     | Dart     |         11 |          0 |          2 |         13 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\getCountryData.dart                                                    | Dart     |         28 |          0 |          3 |         31 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\getProductIndex.dart                                                   | Dart     |          7 |          0 |          2 |          9 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\handleData.dart                                                        | Dart     |          8 |          0 |          2 |         10 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\handleFavourite.dart                                                   | Dart     |         44 |          0 |          3 |         47 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\function\handleHiveNullState.dart                                               | Dart     |         10 |          0 |          3 |         13 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\localization\Localization.dart                                                  | Dart     |          9 |          2 |          3 |         14 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\localization\getCurrentLang.dart                                                | Dart     |         30 |          0 |          3 |         33 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\middleware\middleware.dart                                                      | Dart     |         23 |          0 |          2 |         25 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\services\intialServices.dart                                                    | Dart     |         22 |          0 |          4 |         26 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\theme\theme.dart                                                                | Dart     |         76 |          0 |          3 |         79 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\Static\HiveKeys.dart                                                 | Dart     |         18 |          4 |          2 |         24 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\Static\UINumbers.dart                                                | Dart     |          7 |          0 |          2 |          9 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\Static\static.dart                                                   | Dart     |         67 |          3 |          5 |         75 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\Favourite\FavouriteAddData.dart                               | Dart     |         11 |          0 |          2 |         13 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\Favourite\favouriteRemoveData.dart                            | Dart     |         11 |          0 |          2 |         13 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\Favourite\getFavouriteData.dart                               | Dart     |         12 |          0 |          2 |         14 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\auth\AuthEditData.dart                                        | Dart     |         11 |          0 |          3 |         14 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\auth\CheckEmailData.dart                                      | Dart     |         10 |          0 |          3 |         13 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\auth\CodeVerificationData.dart                                | Dart     |         11 |          0 |          3 |         14 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\auth\EmailVerificationData.dart                               | Dart     |         11 |          0 |          3 |         14 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\auth\NewPasswordData.dart                                     | Dart     |         11 |          0 |          3 |         14 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\auth\signinData.dart                                          | Dart     |         11 |          0 |          3 |         14 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\auth\signupData.dart                                          | Dart     |         11 |          0 |          3 |         14 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\cart\CartData.dart                                            | Dart     |         32 |          0 |          5 |         37 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\cart\OrdersData.dart                                          | Dart     |         32 |          0 |          4 |         36 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\cart\VoucherData.dart                                         | Dart     |         16 |          0 |          4 |         20 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\home\AddressData.dart                                         | Dart     |         42 |          0 |          6 |         48 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\home\RecentData.dart                                          | Dart     |         20 |          0 |          3 |         23 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\home\homeData.dart                                            | Dart     |         10 |          0 |          2 |         12 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\settings\GiftCardData.dart                                    | Dart     |         26 |          0 |          5 |         31 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\dataSource\remote\settings\PaymentData.dart                                     | Dart     |         38 |          0 |          5 |         43 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\CartModels\CartModel.dart                                                 | Dart     |        209 |          0 |          3 |        212 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\CartModels\ShippingModel.dart                                             | Dart     |         11 |          0 |          1 |         12 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\CartModels\StaticAddressModel.dart                                        | Dart     |         11 |          0 |          3 |         14 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\CartModels\StepperModel.dart                                              | Dart     |          9 |          0 |          1 |         10 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\HomePageModels\BannersModel.dart                                          | Dart     |         41 |          0 |          4 |         45 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\HomePageModels\BrandsModel.dart                                           | Dart     |         18 |          0 |          4 |         22 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\HomePageModels\CategoriesModel.dart                                       | Dart     |         25 |          0 |          4 |         29 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\HomePageModels\ColorsModel.dart                                           | Dart     |         18 |          0 |          3 |         21 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\HomePageModels\FilterModel.dart                                           | Dart     |          5 |          0 |          1 |          6 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\HomePageModels\ProductsSortModel.dart                                     | Dart     |          5 |          0 |          1 |          6 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\HomePageModels\itemsModel.dart                                            | Dart     |        197 |          0 |          3 |        200 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\OnBoardingModel\OnBoardingModel.dart                                      | Dart     |          7 |          0 |          1 |          8 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\ProductModels\OrdersMode.dart                                             | Dart     |        253 |          0 |          4 |        257 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\ProductModels\ProductDetailesModel.dart                                   | Dart     |          4 |          0 |          1 |          5 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\ProductModels\ProductModel.dart                                           | Dart     |         18 |          0 |          2 |         20 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\ProductModels\RateModel.dart                                              | Dart     |         12 |          0 |          1 |         13 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\SettingsModels\AddressModel.dart                                          | Dart     |         41 |          0 |          4 |         45 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\SettingsModels\PaymentModel.dart                                          | Dart     |         33 |          0 |          4 |         37 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\SettingsModels\giftCardModel.dart                                         | Dart     |         37 |          0 |          4 |         41 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\authModels\AccountFListModel.dart                                         | Dart     |         11 |          0 |          2 |         13 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\authModels\AccountListModel.dart                                          | Dart     |         11 |          0 |          2 |         13 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\authModels\EmailLikedModel.dart                                           | Dart     |          5 |          0 |          1 |          6 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\data\model\favouriteModel\favouriteModel.dart                                        | Dart     |        161 |          0 |          4 |        165 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\main.dart                                                                            | Dart     |         27 |          0 |          5 |         32 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\routes.dart                                                                          | Dart     |        189 |          0 |          4 |        193 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\CustomPackages\IconStepper.dart                                         | Dart     |         92 |         26 |         28 |        146 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\DetailesBottomCard.dart                                        | Dart     |         81 |          0 |          4 |         85 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\DetailesBottomSheet.dart                                       | Dart     |         83 |          0 |          5 |         88 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\DetailesColorsListView.dart                                    | Dart     |         36 |          0 |          4 |         40 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\DetailesDescription.dart                                       | Dart     |         55 |          0 |          4 |         59 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\DetailesListView.dart                                          | Dart     |        127 |          0 |          5 |        132 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\DetailesSizesListView.dart                                     | Dart     |         42 |          0 |          4 |         46 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\DetailesSuggestionsCard.dart                                   | Dart     |         92 |          0 |          4 |         96 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\ProductAndPageHeaders.dart                                     | Dart     |        104 |          0 |          3 |        107 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\ProductDetailesCard.dart                                       | Dart     |         90 |          0 |          5 |         95 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\ReviewsCard.dart                                               | Dart     |         45 |          0 |          5 |         50 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Detailes\SeeAllTextRow.dart                                             | Dart     |         31 |          0 |          3 |         34 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\CartItemsListView.dart                                        | Dart     |         78 |          0 |          4 |         82 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\CartProductsDetailes.dart                                     | Dart     |         87 |          0 |          3 |         90 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\CustomStepper.dart                                            | Dart     |         79 |          0 |          3 |         82 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\Information\CheckOutItems.dart                       | Dart     |        127 |          0 |          3 |        130 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\Information\DiliverCountryButton.dart                | Dart     |         47 |          0 |          3 |         50 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\Information\Information.dart                         | Dart     |        104 |          0 |          4 |        108 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\UserAddressShipBox.dart                              | Dart     |         78 |          0 |          3 |         81 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\payment\NoPaymentCard.dart                           | Dart     |         29 |          0 |          3 |         32 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\payment\PayMethodListView.dart                       | Dart     |         51 |          0 |          4 |         55 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\payment\Payment.dart                                 | Dart     |         59 |          0 |          3 |         62 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\payment\TermsAndConditionText.dart                   | Dart     |         39 |          0 |          3 |         42 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\payment\TotalPayCard.dart                            | Dart     |         90 |          0 |          3 |         93 |
| c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\view\Widgets\Home\Cart\checkOut\shipping\ShipOptionsBox.dart                         | Dart     |         91 |          0 |          4 |         95 |
